Id,Code,Weight,Processed
113,5010000078,6688.51,0
114,5010000078,6460.31,0
115,5010000078,7447.16,0
116,5010000078,6160.9,0
117,5010000078,8397.97,0
118,5010000078,7935.17,0
119,5010000078,6764.98,0
120,5010000078,5882.02,0
121,5010000078,8058.98,0
122,5010000078,7016.7,0
123,5010000078,7976.6,0
124,5010000078,5966.28,0
125,5010000078,6672.56,0
126,5010000078,7101.72,0
127,5010000078,7131.35,0
128,5010000078,6778.54,0
129,5010000078,7540.1,0
130,5010000078,6340.2,0
131,5010000078,6996.94,0
132,5010000078,7183.39,0
133,5010000078,7463.15,0
134,5010000078,7603.1,0
135,5010000078,6299.73,0
136,5010000078,6009.09,0
137,5010000078,8004.9,0
138,5010000078,7333.88,0
139,5010000078,6566.72,0
140,5010000078,8199.01,0
141,5010000078,7180.11,0
142,5010000078,7935.07,0
143,5010000078,7145.92,0
144,5010000078,8560.72,0
145,5010000078,8343.94,0
146,5010000078,6921.29,0
147,5010000078,7787.62,0
148,5010000078,7556.09,0
149,5010000078,8069.45,0
150,5010000078,6413.1,0
151,5010000078,7584.96,0
152,5010000078,7849.27,0
153,5010000078,5849.65,0
154,5010000078,6258.12,0
155,5010000078,5650.55,0
156,5010000078,6906.78,0
157,5010000078,7607.31,0
158,5010000078,8164.37,0
159,5010000078,7150.59,0
160,5010000078,8253.99,0
161,5010000078,6118.4,0
162,5010000078,5888.94,0
163,5010000078,7058.57,0
164,5010000078,7370.61,0
165,5010000078,7074.79,0
166,5010000078,5630.53,0
167,5010000078,7034.74,0
168,5010000078,6172.09,0
169,5010000078,7573.33,0
170,5010000078,7358.21,0
171,5010000078,6430.87,0
172,5010000078,6733.26,0
173,5010000078,6346.17,0
174,5010000078,7053.51,0
175,5010000078,7775.96,0
176,5010000078,6398.33,0
177,5010000078,7455.77,0
178,5010000078,6721.62,0
179,5010000078,6535.22,0
180,5010000078,7022.03,0
181,5010000078,6363.18,0
182,5010000078,6705.02,0
183,5010000078,6247.75,0
184,5010000078,8492.56,0
185,5010000078,7123.03,0
186,5010000078,6601.33,0
187,5010000078,7249.88,0
188,5010000078,7018.27,0
189,5010000078,6941.16,0
190,5010000078,7533.94,0
191,5010000078,7635.68,0
192,5010000078,6721.45,0
193,5010000078,6689.28,0
194,5010000078,6902.77,0
195,5010000078,5464.1,0
196,5010000078,6022.52,0
197,5010000078,8068.21,0
198,5010000078,8265.6,0
199,5010000078,6921.23,0
200,5010000078,7507.24,0
201,5010000078,7318.93,0
202,5010000078,7892.67,0
203,5010000078,7007.2,0
204,5010000078,6419.76,0
205,5010000154,7053.94,0
206,5010000154,8574.99,0
207,5010000154,7768.36,0
208,5010000154,7208.74,0
209,5010000154,7860.62,0
210,5010000154,7495.07,0
211,5010000154,9821.87,0
212,5010000154,9144.93,0
213,5010000154,8397.3,0
214,5010000154,9647.75,0
215,5010000154,8469.02,0
216,5010000154,7680.18,0
217,5010000154,9684.03,0
218,5010000154,8856.9,0
219,5010000154,7532.3,0
220,5010000154,8244.04,0
221,5010000154,7668.13,0
222,5010000154,7241.9,0
223,5010000154,9182.36,0
224,5010000154,10008.67,0
225,5010000154,7228.64,0
226,5010000154,8877.12,0
227,5010000154,7857.2,0
228,5010000154,7994.62,0
229,5010000154,7906.15,0
230,5010000154,7677.9,0
231,5010000154,8444.78,0
232,5010000154,7705.67,0
233,5010000154,8631.29,0
234,5010000154,8361.78,0
235,5010000154,8203.19,0
236,5010000154,7641.28,0
237,5010000154,7919.28,0
238,5010000154,9038.83,0
239,5010000154,8824.97,0
240,5010000154,7582.46,0
241,5010000154,8487.48,0
242,5010000154,9035.47,0
243,5010000154,7001.03,0
244,5010000154,8860.64,0
245,5010000154,7847.13,0
246,5010000154,8883.53,0
247,5010000154,7762.56,0
248,5010000154,6887.18,0
249,5010000154,7036.21,0
250,5010000154,8444.41,0
251,5010000154,8622.27,0
252,5010000154,7644.01,0
253,5010000154,8940.67,0
254,5010000154,7007.66,0
255,5010000154,8348.47,0
256,5010000154,7386.26,0
257,5010000154,7856.2,0
258,5010000154,8443.83,0
259,5010000154,7680.91,0
260,5010000154,8080.82,0
261,5010000154,9249.69,0
262,5010000154,7919.18,0
263,5010000154,9106.32,0
264,5010000154,7454.59,0
265,5010000154,8849.25,0
266,5010000154,9615.49,0
267,5010000154,6326.83,0
268,5010000154,7734.29,0
269,5010000154,8888.97,0
270,5010000154,8233.36,0
271,5010000154,8715.91,0
272,5010000154,7896.41,0
273,5010000154,8476.77,0
274,5010000154,8273.17,0
275,5010000154,9385.4,0
276,5010000154,8617.82,0
277,5010000154,8687.72,0
278,5010000154,8057.86,0
279,5010000154,7994.22,0
280,5010000154,8040.48,0
281,5010000154,8735.5,0
282,5010000154,8050.2,0
283,5010000154,8647.53,0
284,5010000154,10148.17,0
285,5010000154,9136.09,0
286,5010000154,8130.01,0
287,5010000154,9413.5,0
288,5010000154,8061.05,0
289,5010000154,6691.16,0
290,5010000154,7556.8,0
291,5010000154,6831.79,0
292,5010000154,8108.59,0
293,5010000154,8419.48,0
294,5010000154,9812.88,0
295,5010000154,8678.75,0
296,5010000154,8219.87,0
297,5010000154,9101.03,0
