instance,period,period_number,new_coils_used_count,new_coils_weight,new_strip_produced_weight,new_strip_retail_weight,new_strip_scrap_weight,new_strip_loss_weight,new_lateral_leftover_weight,new_lateral_retail_weight,new_lateral_scrap_weight,new_edge_trim_weight,new_rolled_leftover_weight,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_weight,processed_strip_produced_weight,processed_scrap_weight,total_strip_produced_weight,retails_generated_count,retails_generated_weight
bf_sae1006_050,period_1,1,4,34397.98,27000.0,9.5,0.0,16.84,3069.0,3069.0,0.0,252.9,4049.74,2,0,0,0.0,0.0,0.0,27000.0,7,7128.24
bf_sae1006_050,period_2,2,3,25477.17,19247.9,677.49,0.0,12.66,2215.34,2215.34,0.0,186.16,3137.62,2,7,7,7128.24,6629.16,499.08,25877.06,6,6030.45
bf_sae1006_050,period_3,3,3,25477.17,23714.55,467.47,0.0,13.48,1069.37,882.91,186.46,212.3,0.0,0,6,6,6030.45,5705.49,324.96,29420.04,3,1350.38
bf_sae1006_050,period_4,4,3,25477.17,22326.29,347.36,0.0,12.62,2578.59,2578.59,0.0,212.3,0.0,0,3,3,1350.38,1247.69,102.69,23573.98,5,2925.95
bf_sae1006_050,period_5,5,4,36438.14,34427.07,1278.97,0.0,18.52,409.93,0.0,409.93,303.64,0.0,0,5,5,2925.95,2583.87,342.08,37010.94,5,1278.96
bz_nbr7008_043,period_1,1,18,152534.04,141553.72,2989.51,20.75,59.37,6429.96,1473.02,4956.94,1480.68,0.0,0,0,0,0.0,0.0,0.0,141553.72,7,4462.53
bz_nbr7008_043,period_2,2,18,137397.64,127874.85,1125.11,18.87,62.35,7050.54,0.0,7050.54,1265.88,0.0,0,7,7,4462.53,3852.64,609.89,131727.49,7,1125.12
bz_nbr7008_043,period_3,3,19,155712.6,143405.74,1088.65,9.41,64.12,6490.13,0.0,6490.13,1467.33,3187.16,1,7,7,1125.12,1112.7,12.42,144518.44,9,4275.81
bz_nbr7008_043,period_4,4,15,119491.08,109909.47,2521.47,0.0,51.22,4754.95,0.0,4754.95,1119.69,1134.24,1,9,9,4275.81,4200.39,75.42,114109.86,9,3655.71
bz_nbr7008_043,period_5,5,23,190699.24,177138.56,2155.44,0.0,76.67,7773.63,559.91,7213.72,1824.0,1730.91,1,9,9,3655.71,3450.57,205.14,180589.13,9,4446.26
bz_nbr7008_075,period_1,1,6,40203.19,35966.98,682.21,0.0,33.55,1644.04,1617.79,26.25,387.15,1489.29,1,0,0,0.0,0.0,0.0,35966.98,11,3789.29
bz_nbr7008_075,period_2,2,5,33434.19,28652.74,0.0,6.2,27.87,1167.19,1137.9,29.29,301.56,3278.61,2,11,11,3789.29,2446.89,1342.4,31099.63,5,4416.51
bz_nbr7008_075,period_3,3,5,34980.67,32729.34,591.79,6.97,28.1,1274.64,1244.95,29.69,349.81,0.0,0,5,5,4416.51,3611.0,805.51,36340.34,6,1836.74
bz_nbr7008_075,period_4,4,5,33630.39,28091.37,3216.68,0.0,27.61,1958.42,1939.8,18.62,336.31,0.0,0,6,6,1836.74,1155.05,681.69,29246.42,7,5156.48
bz_nbr7008_075,period_5,5,6,42987.96,37570.96,3388.31,0.0,33.71,1565.1,1527.65,37.45,429.88,0.0,0,7,7,5156.48,4074.92,1081.56,41645.88,6,4915.96
bz_nbr7008_095,period_1,1,6,56463.16,54118.12,746.55,0.0,43.56,990.28,0.0,990.28,564.64,0.0,0,0,0,0.0,0.0,0.0,54118.12,4,746.55
bz_nbr7008_095,period_2,2,6,56058.86,51007.31,251.94,0.0,43.56,951.34,0.0,951.34,527.82,3276.87,2,4,4,746.55,737.62,8.93,51744.93,4,3528.81
bz_nbr7008_095,period_3,3,7,66163.44,62310.37,1068.71,0.0,50.17,2072.53,1455.04,617.49,661.64,0.0,0,4,4,3528.81,3468.26,60.55,65778.63,4,2523.75
bz_nbr7008_095,period_4,4,5,47012.83,45158.08,697.0,0.0,36.46,651.16,0.0,651.16,470.14,0.0,0,4,4,2523.75,2053.93,469.82,47212.01,7,697.01
bz_nbr7008_095,period_5,5,6,62196.57,59820.18,642.43,0.0,43.56,1068.42,0.0,1068.42,621.96,0.0,0,7,7,697.01,680.07,16.94,60500.25,3,642.44
