instance,period,period_number,new_coils_used_count,new_coils_weight,new_strip_produced_weight,new_strip_retail_weight,new_strip_scrap_weight,new_strip_loss_weight,new_lateral_leftover_weight,new_edge_trim_weight,new_rolled_leftover_weight,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_weight,processed_strip_produced_weight,processed_scrap_weight,total_strip_produced_weight,retails_generated_count,retails_generated_weight,retails_generated_avg_weight
bf_sae1006_050,period_2,2,3,25477.17,19203.23,0.0,0.0,13.86,240.13,163.51,5856.45,2,2,2,6816.6,6673.85,142.75,25877.08,2,5856.45,2928.22
bf_sae1006_050,period_3,3,3,25477.17,23693.83,1270.52,0.0,13.89,286.62,212.3,0.0,0,2,2,5856.45,5726.2,130.25,29420.03,2,1270.52,635.26
bf_sae1006_050,period_4,4,3,25477.17,22305.58,353.18,0.0,13.86,297.26,193.02,2314.27,1,2,2,1270.52,1268.41,2.11,23573.99,2,2667.45,1333.72
bf_sae1006_050,period_5,5,4,36438.14,34395.14,1258.82,0.0,18.49,462.03,303.64,0.0,0,2,2,2667.45,2615.81,51.64,37010.95,5,1258.84,251.77
bz_nbr7008_043,period_1,1,18,150075.96,141553.76,1891.79,9.32,59.37,5093.12,1468.56,0.0,0,0,0,0.0,0.0,0.0,141553.76,9,1891.78,210.2
bz_nbr7008_043,period_2,2,18,138958.14,129851.7,1144.85,0.17,61.22,5634.11,1314.99,951.06,1,9,9,1891.78,1875.81,15.97,131727.51,8,2095.91,261.99
bz_nbr7008_043,period_3,3,19,152682.98,142481.62,2047.81,0.0,62.31,6587.69,1503.53,0.0,0,8,8,2095.91,2036.86,59.05,144518.48,12,3717.84,309.82
bz_nbr7008_043,period_4,4,15,119510.68,111224.75,2089.62,6.31,50.95,5009.11,1129.93,0.0,0,12,12,3717.84,2885.13,832.71,114109.88,6,2089.62,348.27
bz_nbr7008_043,period_5,5,23,189508.53,178508.64,890.67,10.8,77.59,8211.99,1808.8,0.0,0,6,6,2089.62,2080.46,9.16,180589.1,9,2557.01,284.11
bz_nbr7008_075,period_1,1,6,40203.19,35966.97,3082.92,0.0,34.45,716.83,402.04,0.0,0,0,0,0.0,0.0,0.0,35966.97,11,3549.67,322.7
bz_nbr7008_075,period_2,2,5,34077.64,29149.27,3260.56,0.0,28.06,1298.97,340.78,0.0,0,11,11,3549.67,1950.34,1599.33,31099.61,7,4538.13,648.3
bz_nbr7008_075,period_3,3,6,40058.91,32776.8,1558.39,0.0,34.16,955.37,356.83,4377.36,2,7,7,4538.13,3563.54,974.59,36340.34,8,6779.27,847.41
bz_nbr7008_075,period_4,4,4,26353.92,23638.99,1158.06,0.0,22.22,1271.11,263.54,0.0,0,8,8,6779.27,5607.45,1171.82,29246.44,9,2415.96,268.44
bz_nbr7008_075,period_5,5,7,48098.25,40204.98,2035.39,0.0,39.61,1161.49,438.8,4217.97,2,9,9,2415.96,1440.9,975.06,41645.88,9,7297.41,810.82
bz_nbr7008_095,period_1,1,6,56463.16,54118.12,746.55,0.0,43.56,990.28,564.64,0.0,0,0,0,0.0,0.0,0.0,54118.12,5,746.55,149.31
bz_nbr7008_095,period_2,2,6,56058.86,51008.8,251.78,0.0,43.56,951.49,527.84,3275.37,2,5,5,746.55,736.12,10.43,51744.92,5,3527.15,705.43
bz_nbr7008_095,period_3,3,7,66163.44,62338.19,353.35,0.0,50.99,975.83,643.63,1801.44,1,5,5,3527.15,3440.42,86.73,65778.61,4,2154.79,538.7
bz_nbr7008_095,period_4,4,5,47127.87,45125.92,807.32,0.0,36.46,686.85,471.28,0.0,0,4,4,2154.79,2086.06,68.73,47211.98,5,807.32,161.46
bz_nbr7008_095,period_5,5,6,61909.0,59706.01,473.28,0.0,43.56,1067.04,619.08,0.0,0,5,5,807.32,794.25,13.07,60500.26,4,473.28,118.32
