instance,period,period_number,new_coils_used_count,new_coils_weight,new_strip_produced_weight,new_strip_retail_weight,new_strip_scrap_weight,new_strip_loss_weight,new_lateral_leftover_weight,new_lateral_retail_weight,new_lateral_scrap_weight,new_edge_trim_weight,new_rolled_leftover_weight,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_weight,processed_strip_produced_weight,processed_scrap_weight,total_strip_produced_weight,retails_generated_count,retails_generated_weight
bf_sae1006_050,period_5,5,4,35635.77,34419.94,499.45,0.0,18.52,400.9,0.0,400.9,296.96,0.0,0,5,5,2933.08,2591.0,342.08,37010.94,2,499.45
bz_nbr7008_043,period_1,1,21,159688.01,141553.72,920.93,2.89,60.64,14074.96,11193.15,2881.81,1646.41,1428.4,2,0,0,0.0,0.0,0.0,141553.72,18,13542.49
bz_nbr7008_043,period_2,2,18,142718.55,126305.66,1161.89,0.0,58.18,11289.73,8295.5,2994.23,1333.01,2570.08,1,18,16,13542.49,5421.87,8120.62,131727.53,13,12027.47
bz_nbr7008_043,period_3,3,20,152070.08,138454.34,1863.35,0.0,64.27,10207.91,5231.5,4976.41,1480.22,0.0,0,13,12,12027.47,6064.13,5963.34,144518.47,12,7094.85
bz_nbr7008_043,period_4,4,16,120922.51,110396.97,1222.91,0.0,54.18,7081.08,3440.16,3640.92,1117.89,1049.48,1,12,12,7094.85,3712.9,3381.95,114109.87,11,5712.55
bz_nbr7008_043,period_5,5,24,192841.02,175852.56,1142.72,16.98,79.51,13933.1,8845.01,5088.09,1816.13,0.0,0,11,11,5712.55,4736.54,976.01,180589.1,13,9987.73
bz_nbr7008_075,period_1,1,6,40203.19,35966.97,682.2,0.0,33.55,1644.04,1617.79,26.25,387.15,1489.29,1,0,0,0.0,0.0,0.0,35966.97,9,3789.28
bz_nbr7008_075,period_2,2,5,33434.19,28648.36,0.0,6.2,27.87,1166.9,1137.61,29.29,301.51,3283.33,2,9,9,3789.28,2451.26,1338.02,31099.62,5,4420.94
bz_nbr7008_075,period_3,3,5,34980.67,32730.07,591.07,6.97,28.1,1274.64,1244.95,29.69,349.81,0.0,0,5,5,4420.94,3610.28,810.66,36340.35,6,1836.02
bz_nbr7008_075,period_4,4,5,33630.39,28091.95,3216.1,0.0,27.61,1958.42,1939.8,18.62,336.31,0.0,0,6,6,1836.02,1154.46,681.56,29246.41,7,5155.9
bz_nbr7008_075,period_5,5,6,42987.96,37570.82,3387.73,0.73,33.71,1565.1,1527.65,37.45,429.88,0.0,0,7,7,5155.9,4075.07,1080.83,41645.89,6,4915.38
bz_nbr7008_095,period_1,1,6,58443.21,54118.12,433.89,0.0,42.07,3264.69,3109.49,155.2,584.43,0.0,0,0,0,0.0,0.0,0.0,54118.12,6,3543.39
bz_nbr7008_095,period_2,2,6,56058.86,49041.61,760.24,0.0,41.92,3089.88,2980.12,109.76,534.69,2590.51,1,6,6,3543.39,2703.31,840.08,51744.92,6,6330.87
bz_nbr7008_095,period_3,3,7,66163.44,60368.81,296.44,0.0,49.35,3091.87,2645.78,446.09,644.51,1712.44,1,6,6,6330.87,5409.8,921.07,65778.61,6,4654.66
bz_nbr7008_095,period_4,4,5,45979.57,43195.71,644.85,0.0,35.64,1643.57,1170.09,473.48,459.8,0.0,0,6,6,4654.66,4016.29,638.37,47212.0,5,1814.93
bz_nbr7008_095,period_5,5,6,61838.36,58875.1,250.35,0.0,42.74,2051.77,1350.1,701.67,618.38,0.0,0,5,5,1814.93,1625.16,189.77,60500.26,5,1600.45
