instance,period,period_number,new_coils_used_count,new_coils_weight,new_strip_produced_weight,new_strip_retail_weight,new_strip_scrap_weight,new_strip_loss_weight,new_lateral_leftover_weight,new_lateral_retail_weight,new_lateral_scrap_weight,new_edge_trim_weight,new_rolled_leftover_weight,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_weight,processed_strip_produced_weight,processed_scrap_weight,total_strip_produced_weight,retails_generated_count,retails_generated_weight
bz_nbr7008_043,period_3,3,17,149602.16,139272.58,2656.13,77.52,58.04,6119.03,1666.34,4452.69,1418.85,0.0,0,9,9,5423.71,5245.89,177.82,144518.47,8,4322.47
bz_nbr7008_043,period_4,4,16,123175.62,110514.73,6207.77,0.0,54.0,5231.72,0.0,5231.72,1167.39,0.0,0,8,8,4322.47,3595.12,727.35,114109.85,11,6207.78
bz_nbr7008_043,period_5,5,23,187298.19,174401.76,2971.33,7.91,79.1,8090.31,1412.89,6677.42,1747.73,0.0,0,11,11,6207.78,6187.33,20.45,180589.09,9,4384.22
bz_nbr7008_075,period_1,1,6,40203.19,35966.97,3082.92,0.0,34.45,716.83,466.75,250.08,402.04,0.0,0,0,0,0.0,0.0,0.0,35966.97,11,3549.67
bz_nbr7008_075,period_2,2,5,34077.64,29144.14,3260.56,5.13,28.06,1298.97,1277.57,21.4,340.78,0.0,0,11,11,3549.67,1955.47,1594.2,31099.61,7,4538.13
bz_nbr7008_075,period_3,3,6,40058.91,32776.79,6188.51,0.0,34.45,658.55,407.46,251.09,400.6,0.0,0,7,7,4538.13,3563.54,974.59,36340.33,13,6595.98
bz_nbr7008_075,period_4,4,5,32807.3,25338.27,6208.47,0.0,28.34,904.12,803.87,100.25,328.08,0.0,0,13,13,6595.98,3908.12,2687.86,29246.39,14,7012.35
bz_nbr7008_075,period_5,5,6,45193.68,37137.37,5593.09,0.0,33.5,1977.76,1947.84,29.92,451.94,0.0,0,14,14,7012.35,4508.52,2503.83,41645.89,10,7540.94
bz_nbr7008_095,period_1,1,6,56463.16,54118.11,746.55,0.0,43.56,990.28,0.0,990.28,564.64,0.0,0,0,0,0.0,0.0,0.0,54118.11,5,746.55
bz_nbr7008_095,period_2,2,6,56058.86,51009.76,3477.01,0.0,43.56,967.92,0.0,967.92,560.59,0.0,0,5,5,746.55,735.15,11.4,51744.91,5,3477.01
bz_nbr7008_095,period_3,3,7,66163.44,62311.36,2153.98,4.23,50.99,981.22,0.0,981.22,661.64,0.0,0,5,5,3477.01,3467.26,9.75,65778.62,5,2153.98
bz_nbr7008_095,period_4,4,5,47012.83,45134.99,696.17,0.0,36.46,675.07,0.0,675.07,470.14,0.0,0,5,5,2153.98,2077.02,76.96,47212.01,5,696.17
bz_nbr7008_095,period_5,5,6,61612.41,59818.12,56.82,18.28,43.56,1059.49,0.0,1059.49,616.12,0.0,0,5,5,696.17,682.14,14.03,60500.26,2,56.82
